,GOOGL US Equity,FB US Equity,MSFT US Equity,UCG IM Equity,TMUS US Equity,BABA US Equity,9984 JP Equity,000660 KS Equity,KKR US Equity,ANTM US Equity,PYPL US Equity,IQV US Equity,LKQ US Equity,WLTW US Equity,AIR FP Equity,CTSH US Equity,BAC US Equity,LNC US Equity,AENA SM Equity,CMCSA US Equity,FLT US Equity,700 HK Equity,ADBE US Equity,FAF US Equity,HSY US Equity,3026 TT Equity,ZS US Equity,ZUO US Equity,2327 TT Equity,TRVG US Equity,2492 TT Equity,CBLK US Equity,SBH US Equity,BATS LN Equity,DF US Equity,TGT US Equity,AEO US Equity,DOCU US Equity,DLX US Equity,HIBB US Equity,PS US Equity,CDAY US Equity,6753 JP Equity,ENPH US Equity,EIF CN Equity,CM CN Equity,QD US Equity,NA CN Equity,AVLR US Equity,WDI GY Equity,CLX US Equity,DIGI MK Equity,BPY US Equity,CHD US Equity,FL US Equity,MO US Equity,ELLI US Equity,RMG LN Equity,WPG US Equity,K US Equity,DG US Equity,OZK US Equity,WAT US Equity,FLT AU Equity,SWCH US Equity,HFG GR Equity,SSYS US Equity,NPK US Equity,IWM US Equity,CAKE US Equity,RGR US Equity,AGN NA Equity,RLI US Equity,AAOI US Equity,001820 KS Equity,SSTK US Equity,NTRI US Equity,MAXIS MK Equity,CWB CN Equity,MYGN US Equity,AMN US Equity,HRL US Equity,4062 JP Equity,SPG US Equity,GSKY US Equity,SPY US Equity,QQQ US Equity
,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price,Last Price
Dates,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST,PX_LAST
1/12/2018,1130.65,179.37,89.6,17.47,63.68,187.79,8935,74400,23.08,239.82,80.54,100.04,43.47,155.46,90.4,74.56,31.19,84.37,174.7,42.44,203.27,442.2,195.05,59.43,109.27,124,#N/A N/A,#N/A N/A,312.99,8.09,101,#N/A N/A,18.37,4968,11.27,76.8,18.34,#N/A N/A,77.67,24.4,#N/A N/A,#N/A N/A,4075,2.24,33.78,122.95,12,63.85,#N/A N/A,105.25,140.96,4.7,21.4,49.02,47.45,69.61,96.38,462.8,7.1,64.69,99.1,52.47,209.75,45.4,17.25,11.65,23.24,107.1,158.16,48.18,54.05,5.692,59.63,35.85,41950,44.53,52.5,6.01,38.95,36.05,49.8,34.55,1707,165.51,#N/A N/A,277.92,164.49
1/15/2018,1130.65,179.37,89.6,17.49,63.68,187.79,9223,72700,23.08,239.82,80.54,100.04,43.47,155.46,90,74.56,31.19,84.37,173.7,42.44,203.27,433.2,195.05,59.43,109.27,121,#N/A N/A,#N/A N/A,295.46,8.09,96.6,#N/A N/A,18.37,5015,11.27,76.8,18.34,#N/A N/A,77.67,24.4,#N/A N/A,#N/A N/A,4065,2.24,33.22,122.4,12,63.9,#N/A N/A,104.85,140.96,4.75,21.4,49.02,47.45,69.61,96.38,456.1,7.1,64.69,99.1,52.47,209.75,45.65,17.25,11.56,23.24,107.1,158.16,48.18,54.05,5.65,59.63,35.85,43000,44.53,52.5,6,39.25,36.05,49.8,34.55,1713,165.51,#N/A N/A,277.92,164.49
1/16/2018,1130.7,178.39,88.35,17.14,62.97,182.4,9404,74400,22.79,241.75,80.42,99.93,43.19,152.58,89.97,74.73,31.24,82.51,177.9,41.82,201.8,444.2,192.46,59.67,108.29,119.5,#N/A N/A,#N/A N/A,300.89,7.49,96.3,#N/A N/A,18.06,5033,11.28,74.96,17.44,#N/A N/A,76.78,24.75,#N/A N/A,#N/A N/A,4075,2.09,33.43,122.42,12.31,63.86,#N/A N/A,105,142.41,4.77,21.65,49.25,46.96,68.92,94.58,464.8,6.9,65.94,98.44,52.23,208.94,46.02,17.4,11.6,23.3,104.2,156.14,47.63,53.9,5.638,59.36,34.17,50300,44.25,52.4,6,39.66,35.79,49.3,34.72,1703,165.04,#N/A N/A,276.97,164.02
1/17/2018,1139.1,177.6,90.14,17.31,63.76,183.83,9326,74100,22.85,249.15,82.47,100.22,43.19,154.55,89.74,75.84,31.18,82.98,177.3,41.68,203.4,449,196.49,61.16,108.93,115.5,#N/A N/A,#N/A N/A,296.3,7.42,96.4,#N/A N/A,18.42,5003,11.34,76.82,17.74,#N/A N/A,77.3,24.85,#N/A N/A,#N/A N/A,4025,2.1,33.58,123.02,12.19,64.21,#N/A N/A,105.15,144.32,4.82,21.6,49.85,48.07,70.15,96.03,467.2,6.92,66.51,100.5,51.09,209.16,46.65,17.27,11.28,22.4,104.5,157.62,47.59,52.65,5.636,59.48,34,50700,44.67,51.6,6.02,40,36.84,49.5,34.92,1726,167.4,#N/A N/A,279.61,165.79
1/18/2018,1135.97,179.8,90.1,17.51,62.88,184.4,9210,75200,22.55,249.65,82.94,99.92,42.7,153.56,90.4,76.75,31.48,83.06,175.55,41.85,203.25,447.8,196.2,61.25,107.79,119.5,#N/A N/A,#N/A N/A,302.14,7.41,103,#N/A N/A,18.27,4950,11.14,77.9,18,#N/A N/A,76.22,24.95,#N/A N/A,#N/A N/A,3995,1.94,33.75,122.3,12.35,64.39,#N/A N/A,109.45,143.14,4.84,21.21,49.47,48.59,70.03,94.96,463.2,6.83,65.8,101.03,51.22,207.87,46.84,17.02,11.27,22.79,103.9,156.54,47.74,52.75,5.708,58.71,32.79,49350,44.85,49.1,6.04,40.29,37.99,48.9,34.25,1721,164.25,#N/A N/A,279.14,165.82
1/19/2018,1143.5,181.29,90,17.4,63.71,184.05,9184,73300,22.77,250.06,83.84,103,42.96,153.89,92.79,77.29,31.72,83.17,177.1,42.5,206.65,452.4,195.73,61.8,109.37,120.5,#N/A N/A,#N/A N/A,324.68,7.49,103,#N/A N/A,18.51,5062,11.27,78.1,18.42,#N/A N/A,77.36,25.45,#N/A N/A,#N/A N/A,4040,1.95,34.06,122.53,12.4,65.08,#N/A N/A,110,143.86,4.84,21.03,49.91,50.21,71.12,97.71,464.2,6.9,66.62,101.98,51.52,210.72,48.83,16.74,11.22,22.82,104.4,158.6,48.34,54,5.684,59.1,35.03,47050,45.72,46.95,6.04,40.55,38.62,50.65,34.76,1711,164.24,#N/A N/A,280.41,166.34
1/22/2018,1164.16,185.37,91.61,17.8,63.94,184.02,9271,71100,23.02,250.5,83.98,102.84,42.85,154.6,93.25,77.96,31.94,83.35,179.1,42.89,206.77,460,197.84,61.91,109.96,125,#N/A N/A,#N/A N/A,346.38,7.84,108.5,#N/A N/A,18.21,5042,11.36,78.58,18.79,#N/A N/A,77.69,26.1,#N/A N/A,#N/A N/A,4060,1.97,33.75,122.33,12.64,65.35,#N/A N/A,107.75,144.48,4.89,21.47,50.11,50.37,71.28,97.1,466.2,6.97,67.17,102.27,52.23,214.77,50.17,16.46,11.25,22.69,104.95,159.45,48.9,54.1,5.712,59.84,34.5,46800,45.91,47.4,6.05,40.58,39.88,51,34.88,1713,166.1,#N/A N/A,282.69,168.12
1/23/2018,1176.17,189.35,91.9,17.67,64.53,192.28,9458,71300,23.76,250.5,84.21,103.21,43.13,157.87,92.1,78.26,31.92,82.9,178.1,42.44,208.85,474.6,200.09,61.69,110.81,120,#N/A N/A,#N/A N/A,329.68,7.65,100,#N/A N/A,17.76,5100,11.12,78.12,18.77,#N/A N/A,77.58,25.5,#N/A N/A,#N/A N/A,4075,2.06,33.21,122.39,13.05,64.92,#N/A N/A,103.8,143.52,4.92,21.65,49.86,51.52,71.45,99.08,467.4,6.96,66.93,103.17,52.67,210.99,50.42,16.46,11.35,22.68,103.95,159.96,49.32,54.4,5.65,60.54,35.09,46600,45.76,47.9,6.06,40.29,40.37,50.9,34.94,1743,166.33,#N/A N/A,283.29,169.51
1/24/2018,1171.29,186.55,91.82,17.69,65,195.53,9407,72400,23.99,252.99,83.71,103.5,42.87,159.02,90.5,78.45,32.09,83.34,177.6,42.99,207.83,469,197.78,61.01,110.31,122,#N/A N/A,#N/A N/A,331.35,7.66,98.3,#N/A N/A,17.48,4976,11.05,76.89,18.3,#N/A N/A,77.48,25,#N/A N/A,#N/A N/A,4055,2.02,33.43,122.21,13.96,64.91,#N/A N/A,99.98,142.25,4.91,21.94,49.11,52.25,71.56,97.05,466.1,6.74,67.3,102.69,52.05,214.3,50.09,16.51,11.35,22.47,104.6,158.97,49.34,55,5.622,59.17,34.22,46700,46.55,46.1,6.05,39.83,40.37,51.3,34.39,1723,166.1,#N/A N/A,283.18,168.41
1/25/2018,1182.14,187.48,92.33,18.08,64.39,198.33,9281,75800,24.41,251.35,84.34,104.58,42.55,160.17,88,77.95,32.09,83.4,178.6,42.14,212.12,458,197.51,61.89,111.23,120,#N/A N/A,#N/A N/A,330.1,8.55,95.4,#N/A N/A,16.97,4870,10.71,76.3,18.33,#N/A N/A,73.51,24.65,#N/A N/A,#N/A N/A,4000,2.09,33.64,121.93,14.47,64.78,#N/A N/A,99.16,146.13,4.95,22,49.34,52.44,69.91,96.88,469,6.75,67.91,103.75,51.55,217.21,50.67,16.5,11.64,22.38,102.1,159.03,49.41,55,5.628,63.45,35.1,47700,47.62,44.15,6.06,39.82,40.93,52.45,34.59,1706,164.2,#N/A N/A,283.3,168.35
1/26/2018,1187.56,190,94.06,17.95,65.28,205.22,9200,75500,24.4,258.19,85.45,106.01,42.83,163.94,89.56,78.43,32.2,84.81,176.35,42.8,212.03,471.2,201.3,62.09,111.07,109,#N/A N/A,#N/A N/A,311.32,8.98,92.2,#N/A N/A,16.78,4939,10.52,76.95,18.54,#N/A N/A,77.14,24.95,#N/A N/A,#N/A N/A,3985,2.14,33.8,121.79,13.34,64.51,#N/A N/A,97.46,142.64,5,22.24,49.11,51.59,71.02,97.34,467.1,6.77,68.33,105.3,51.81,218.14,50.67,16.7,11.77,22.29,102.5,159.6,50.05,54.7,5.63,64.22,35.99,47300,48.1,44.65,6.08,39.48,41.01,53.65,34.66,1711,163.71,#N/A N/A,286.58,170.93
1/29/2018,1186.48,185.98,93.92,17.87,64.6,203.01,9182,75300,24.25,257.02,84.31,105.58,42.71,161.71,90.42,78.15,32.28,85.71,174.15,41.98,210,471.6,198.23,59.99,109.67,113.5,#N/A N/A,#N/A N/A,319.25,8.42,98,#N/A N/A,17.1,4875,10.64,76.8,18.48,#N/A N/A,75.84,24.05,#N/A N/A,#N/A N/A,4015,2.03,33.81,121.63,13.77,64.09,#N/A N/A,98.36,140.96,5,22.13,48.93,51.28,69.83,95.8,464.8,6.75,67.76,105.34,51.5,218.7,50.42,16.6,11.92,21.96,102.1,158.7,49.77,52.95,5.706,64.47,33.33,47400,46.91,43.8,6.08,39.59,38.45,53.5,34.64,1726,162.92,#N/A N/A,284.68,170.1
1/30/2018,1177.37,187.12,92.74,17.682,64.76,199.66,9046,73100,23.96,243.44,83.78,104.37,42.19,160.34,89.8,77.76,31.88,83.98,174.25,42.34,209.59,461.8,196.9,59.44,109.53,108,#N/A N/A,#N/A N/A,311.32,8.65,97.5,#N/A N/A,16.47,4831.5,10.43,75.1,18.38,#N/A N/A,75.78,23.2,#N/A N/A,#N/A N/A,4025,2.03,33.64,121.25,13.92,63.87,#N/A N/A,98.8,141.76,4.95,21.66,49.1,49.9,69.82,94.55,470,6.59,67.94,104.23,50.4,214.87,50.6,16.33,12.54,21.38,102.55,157.18,48.77,52.8,5.6,64.43,32.84,47100,45.72,43.35,6.08,38.54,38.9,53.35,34.7,1697,162.61,#N/A N/A,281.76,168.7
1/31/2018,1182.22,186.89,95.01,17.746,65.1,204.29,8980,73500,24.08,247.85,85.32,102.19,42.03,160.47,92.5,77.98,32,82.8,175.45,42.53,212.5,463.6,199.76,59.07,110.33,112,#N/A N/A,#N/A N/A,323.01,8.15,98.3,#N/A N/A,16.61,4819,10.37,75.22,18,#N/A N/A,74.27,22.6,#N/A N/A,#N/A N/A,4075,2.2,33.5,121.86,13.99,63.84,#N/A N/A,100.3,141.69,4.95,21.85,48.85,49.15,70.34,93.5,469.5,6.58,68.11,103.12,49.95,215.61,51.03,16.22,12.5,21.39,101.65,156.36,49.19,52.95,5.508,64.26,32.39,46150,44.26,43.25,6.08,38.7,36.88,53.65,34.33,1692,163.37,#N/A N/A,281.9,169.4
2/1/2018,1181.59,193.09,94.26,17.77,63.79,192.22,9083,74400,24.31,243.93,78.4,104.12,41.79,163.92,91.17,77.5,32.5,85.91,175,41.89,211.25,460,199.38,58.92,103.77,109.5,#N/A N/A,#N/A N/A,322.17,7.88,98,#N/A N/A,16.04,4824,10.21,74.97,18.05,#N/A N/A,74,22.8,#N/A N/A,#N/A N/A,3940,2.17,33.68,121.04,14.21,63.77,#N/A N/A,98.66,140.33,4.95,21.64,48.49,49.21,69.93,93.6,496.3,6.38,68.32,102.28,50.56,217.37,52.02,16.53,12.82,21.36,100.75,156.85,50.89,51.25,5.522,64.42,33.49,45850,44.52,43.2,6.08,38.61,37.65,54.8,34.08,1693,159.65,#N/A N/A,281.58,167.96
2/2/2018,1119.2,190.28,91.78,17.57,63.59,187.31,8956,72200,23.48,239.18,76.57,100.54,40.93,161.66,87.97,75.72,31.95,83.04,172.5,41.11,207.51,452.4,195.64,58.13,102.97,110,#N/A N/A,#N/A N/A,333.86,7.9,95.8,#N/A N/A,16,4760,9.9,72.95,17.56,#N/A N/A,73.62,22.15,#N/A N/A,#N/A N/A,3915,2.07,32.62,119,13.78,62.86,#N/A N/A,96.12,130.91,4.98,21.34,46.33,48.38,69.4,90.68,508.4,6.21,65.45,99.44,50.44,212.49,52.61,15.9,13.29,20.21,98.1,153.83,49.33,50.65,5.528,63.65,32.81,43600,43.75,43.25,6.1,37.44,36.16,53.55,33.65,1694,156.52,#N/A N/A,275.45,164.61
2/5/2018,1062.39,181.26,88,17.2,61.54,180.53,8800,70200,21.94,230.45,74.705,96.75,39.46,157.5,86.6,73.29,30.26,78.09,169,39.2,200.34,441,190.27,56.61,100.17,111.5,#N/A N/A,#N/A N/A,321.34,8.2,96.2,#N/A N/A,15.3,4632.5,9.34,70.77,17.1,#N/A N/A,70.49,21.5,#N/A N/A,#N/A N/A,3750,2.3,32.3,115.82,13.35,61.76,#N/A N/A,93.68,127,4.93,20.9,47.42,45.63,66.04,88.75,512.8,6,64.13,95.8,48.47,203.26,51.94,15.55,12.83,19.46,96.95,147.92,47.11,48.85,5.488,61.18,32.48,41500,43.01,42.7,6.01,36.75,34.4,51.05,32.49,1682,155.12,#N/A N/A,263.93,158.12
2/6/2018,1084.43,185.31,91.33,17,60.85,185.17,8369,70200,22.07,234.83,75.68,98.06,40.53,158.4,85.01,73.9,31.2,78.57,164.3,39.67,203.45,410,194.47,56.43,101.29,101,#N/A N/A,#N/A N/A,295.46,8.09,87.3,#N/A N/A,15.42,4519.5,9.33,72.71,17.44,#N/A N/A,71.12,22.65,#N/A N/A,#N/A N/A,3560,2.31,32.24,116.05,13.26,62.48,#N/A N/A,89.48,130.63,4.77,20.83,47.87,47.64,66.53,89.51,508.4,6.19,65.16,97.6,48.79,202.72,49.64,15.1,12.97,20.1,95.55,149.69,46.65,49.35,5.286,61.16,33.42,43300,43.59,41.45,5.88,36.96,35.81,51.3,32.74,1609,155.98,#N/A N/A,269.13,162.31
2/7/2018,1055.41,180.18,89.61,17.47,62.06,180.3,8688,71100,22.19,238.44,75.59,98.21,40.35,157.38,88.4,76.52,31.25,78.51,167.35,40.15,203.32,414.8,192.34,56.97,99.04,105,#N/A N/A,#N/A N/A,298.38,8.31,89.2,#N/A N/A,15.69,4645,9.34,73.25,17.81,#N/A N/A,72.14,24,#N/A N/A,#N/A N/A,3630,2.53,32.59,116.55,13.04,62.3,#N/A N/A,92.76,127.82,4.83,20.49,47.37,48.01,66.79,90.75,532,6.15,64.21,97.88,49.19,201.98,50.41,14.95,12.96,20.38,97.05,149.84,46.16,50.5,5.444,61.66,31.53,40100,43.97,43,6.1,37.64,33.83,52.25,32.74,1666,154.86,#N/A N/A,267.67,160.21
2/8/2018,1007.71,171.58,85.01,17.836,58.88,173.7,8773,73900,21.08,230.57,72.32,95.23,38.86,152.36,85.51,75.16,29.74,73.86,162.15,38.19,194.61,420.2,185.16,55.04,97.65,101.5,#N/A N/A,#N/A N/A,290.46,7.86,88,#N/A N/A,16.61,4497.5,9.54,71.11,17.46,#N/A N/A,70.5,24.4,#N/A N/A,#N/A N/A,3565,2.28,31.95,113.67,13,60.91,#N/A N/A,89.52,127.76,4.86,20.28,47.38,45.88,64.05,87.26,522.6,5.94,65.98,95.1,47.55,191.79,50.8,14.83,13,19.81,95.95,145.44,44.5,50.2,5.382,59.79,32.05,42250,43.19,41.15,6.07,36.62,32.62,51.05,32.21,1674,152.18,#N/A N/A,257.63,153.45
2/9/2018,1046.27,176.11,88.18,17.758,59.2,176.67,8808,73400,21.19,231.71,74.75,96.05,38.92,152.14,83.54,76.29,30.33,75.38,160.5,38.57,189.92,407.4,187.99,54.32,99.67,101,#N/A N/A,#N/A N/A,276.68,7.76,84.2,#N/A N/A,16.97,4412.5,9.45,72.45,17.68,#N/A N/A,69.85,24.4,#N/A N/A,#N/A N/A,3450,2.29,31.52,113.56,13.04,60.62,#N/A N/A,89.64,128.8,4.8,20.58,48.56,46.24,64.03,90.53,518,5.63,67.33,98.26,48.8,193.59,49.92,14.77,13.25,19.62,99,146.77,45.14,49.55,5.25,60.79,30.72,40500,43.91,41.4,5.88,36.38,32.96,51.55,32.81,1793,157.2,#N/A N/A,261.5,156.1
2/12/2018,1054.56,176.41,89.13,17.836,58.12,177.44,8808,74500,21.53,232.77,75.28,98.63,40.16,154.15,82.52,77.43,31.12,75.47,163.3,38.54,192.69,409.6,192.15,56.17,99.78,95,#N/A N/A,#N/A N/A,260.41,7.82,83.6,#N/A N/A,17.59,4465,9.38,71.88,17.4,#N/A N/A,70.2,24.6,#N/A N/A,#N/A N/A,3450,2.66,32.71,114.68,13.29,61,#N/A N/A,91.52,127.95,4.84,20.85,48.63,46.34,65.35,86.5,533,5.67,67.07,95.09,49.02,198.45,49.52,15.64,13.4,19.86,97.75,148.16,45.44,48.3,5.318,60.86,30.25,38550,44.8,41.2,5.94,37.32,33.22,53.1,33.07,1793,156.8,#N/A N/A,265.34,158.87
2/13/2018,1054.14,173.15,89.83,17.232,57.69,179.25,8992,77700,21.25,233.45,74.97,100.06,40.53,155.31,83.15,78.11,31.18,74.34,162.55,38.96,194.2,422.4,193.48,57.04,99.54,95,#N/A N/A,#N/A N/A,260.41,7.75,83.6,#N/A N/A,16.98,4381.5,9.4,73.88,17.65,#N/A N/A,70.04,24.75,#N/A N/A,#N/A N/A,3430,2.85,32.68,114.71,13.94,61.1,#N/A N/A,90.26,128.53,4.83,20.79,48.64,46.64,65.64,88.86,536.8,5.63,67.49,96.86,49.56,200.2,50.2,15.74,13,20.21,96.2,148.48,45.21,48.75,5.34,60.55,29.51,37250,45.4,41.55,6.02,37.67,33.05,53.25,33.08,1780,155.49,#N/A N/A,266,159.69
2/14/2018,1072.7,179.52,90.81,17.718,58.62,186.76,8775,77600,21.59,235.02,77.27,104.68,41.44,159.25,84.17,79.82,32,77.3,165.65,39.43,194.77,433.6,197.13,57.84,99.02,95,#N/A N/A,#N/A N/A,260.41,8.18,83.6,#N/A N/A,17.36,4440,9.47,75.35,18.27,#N/A N/A,71.18,25.75,#N/A N/A,#N/A N/A,3340,2.67,32.53,115.51,14.56,61.72,#N/A N/A,94.3,128.8,4.83,20.65,48.88,48.58,65.18,88.94,540,5.72,67.74,96.67,51.31,204.62,49.57,15.81,12.7,20.76,98.5,151.15,46.37,50.1,5.416,62.07,31.28,38600,46.5,42.15,6.04,37.82,33.7,53.9,34.04,1734,154.09,#N/A N/A,269.59,162.68
2/15/2018,1091.36,179.96,92.66,17.548,60.44,187.45,8789,77600,22.48,232.06,78.295,101.57,41.77,159.62,92.82,81.37,32.21,77.18,165.65,40.08,196.36,447,202.97,57.8,100.79,95,#N/A N/A,#N/A N/A,260.41,8.06,83.6,#N/A N/A,17.2,4423.5,9.8,76.04,18.18,#N/A N/A,71.76,25.45,#N/A N/A,#N/A N/A,3380,2.76,32.07,115.42,14,62.09,#N/A N/A,98.1,131.03,4.88,20.8,49.71,49.24,65.32,89.76,547.8,5.99,69.82,98.45,51.91,206.9,49.12,15.86,13.14,21.17,100.2,152.8,47.06,50,5.534,62.61,31.99,38600,47.8,42.35,6.04,38.4,33.38,54.15,34.08,1656,156.15,#N/A N/A,273.03,165.7
2/16/2018,1095.5,177.36,92,17.818,60.06,183.68,8806,77600,22.23,235.02,78.37,101.72,41.77,159.23,95.53,80.95,31.97,77.58,167.5,39.79,198.6,447,201.56,56.88,100.71,95,#N/A N/A,#N/A N/A,260.41,8.24,83.6,#N/A N/A,17.2,4451.5,9.94,75.7,18.44,#N/A N/A,72.27,25,#N/A N/A,#N/A N/A,3435,2.82,31.9,115,14.11,61.88,#N/A N/A,99.46,131.7,4.88,20.65,49.78,49.17,65.46,90.79,547,6.19,69.66,97.73,52.07,206.18,48.58,15.44,12.94,21.03,102,153.34,46.53,50.3,5.52,62.54,31.99,38600,45.8,42.6,6.04,37.77,32.81,56.5,34.35,1683,156.09,#N/A N/A,273.11,164.96
2/19/2018,1095.5,177.36,92,17.5,60.06,183.68,8999,76500,22.23,235.02,78.37,101.72,41.77,159.23,94.89,80.95,31.97,77.58,165.95,39.79,198.6,447,201.56,56.88,100.71,95,#N/A N/A,#N/A N/A,260.41,8.24,83.6,#N/A N/A,17.2,4440,9.94,75.7,18.44,#N/A N/A,72.27,25,#N/A N/A,#N/A N/A,3490,2.82,31.9,115,14.11,61.88,#N/A N/A,97.78,131.7,4.9,20.65,49.78,49.17,65.46,90.79,546,6.19,69.66,97.73,52.07,206.18,48.42,15.44,13.15,21.03,102,153.34,46.53,50.3,5.51,62.54,31.99,40350,45.8,42.6,6.08,37.77,32.81,56.5,34.35,1726,156.09,#N/A N/A,273.11,164.96
2/20/2018,1103.59,176.01,92.72,17.568,60.51,187.19,8922,75500,21.87,232.22,77.06,100.26,41.46,159.65,96.99,81.54,31.93,78.03,166.9,39.47,199.45,445.8,202.98,56.57,99.9,95,#N/A N/A,#N/A N/A,260.41,8.21,83.6,#N/A N/A,17.22,4493,9.7,72.86,18.37,#N/A N/A,71.8,24.15,#N/A N/A,#N/A N/A,3505,2.55,32.75,114.85,14.02,61.69,#N/A N/A,100.05,128.78,4.89,20.27,48.38,48.17,64.19,92.47,556.8,6.1,69.68,94.56,50.67,203.87,48.3,15.46,13.46,21.35,101.4,152.08,45.61,48.35,5.62,61.53,33.33,39200,45.1,41.3,6.11,37.51,32.55,56.5,33.8,1774,155.59,#N/A N/A,271.4,165.29
2/21/2018,1113.75,177.91,91.49,17.528,59.42,188.82,8873,76900,21.89,232.03,76.51,99.76,41.58,157.57,97.66,81.8,31.87,78.32,165.5,39.01,203.64,458,202.09,57.13,97.89,97.6,#N/A N/A,#N/A N/A,272.09,8.08,86.4,#N/A N/A,17.22,4450,9.7,72.96,18.81,#N/A N/A,73.21,24.5,#N/A N/A,#N/A N/A,3565,2.63,33.3,116.47,13.98,62.58,#N/A N/A,100.85,126.29,4.94,20.43,47.94,48.42,63.93,92.28,563,6.02,68.31,95.27,50.75,204.23,50.07,14.79,13.48,21.49,101.45,152.24,46.22,47.3,5.684,61.5,34.55,38850,44.58,41.1,6.11,37.82,33.31,56.9,32.68,1791,151.3,#N/A N/A,270.05,164.82
2/22/2018,1109.9,178.99,91.73,17.182,58.73,188.75,8775,75900,21.78,233.68,77.7,98.38,40.05,156.53,97.7,81.61,31.69,77.03,166.5,38.8,204.07,446.4,202.61,56.97,97.07,95.3,#N/A N/A,#N/A N/A,272.93,7.64,85.7,#N/A N/A,17.02,4354.5,9.95,75.03,18.86,#N/A N/A,72.99,25,#N/A N/A,#N/A N/A,3545,2.43,34.18,116.93,13.98,62.78,#N/A N/A,100.4,127.3,4.89,20.61,48.17,48.26,63.34,91.47,562,6.34,68.26,96.1,50.52,204.47,55.26,14.38,13.31,21.25,102.45,152,47.93,49,5.572,60.78,27.51,38450,46.35,39.8,6.08,37.54,32.7,56.6,33,1755,154.03,#N/A N/A,270.4,164.8
2/23/2018,1128.09,183.29,94.06,17.234,60.06,193.29,8896,77300,21.96,235.24,79.69,99.78,40.1,159.96,98.3,82.53,32.03,78.02,167.25,39.5,206.18,453.4,209.74,58.07,96.95,94.6,#N/A N/A,#N/A N/A,271.26,8.06,83.3,#N/A N/A,17.04,4460,10.13,75.41,19.17,#N/A N/A,73.81,25.25,#N/A N/A,#N/A N/A,3585,2.47,34.74,119,14.15,63.76,#N/A N/A,98.74,129.43,4.9,20.74,49.12,48.25,64.59,92.42,570,6.82,68.54,97.2,51.14,208.47,56.31,14.7,13.11,21.44,102.2,153.98,48.52,49.9,5.618,61.23,28.02,38550,50.29,41.55,6.01,38.06,33.14,56.4,32.64,1744,156.66,#N/A N/A,274.71,168.17
2/26/2018,1143.7,184.93,95.42,17.192,61.11,194.19,9050,77500,22.06,238.22,79.35,99.97,40.44,161.21,98.94,82.97,32.42,78.42,169.95,39.58,203.96,453,212.15,58.71,98,93.2,#N/A N/A,#N/A N/A,271.26,8.15,87.5,#N/A N/A,17.12,4464.5,8.81,76.9,19.78,#N/A N/A,74.14,24.7,#N/A N/A,#N/A N/A,3730,2.68,35.14,118.94,14.22,64.2,#N/A N/A,99.34,131.52,4.89,20.69,49.99,49.32,65.43,93.68,556.6,6.87,68.95,97.55,51.64,208.45,57.2,14.99,13.38,22.24,101.8,154.99,48.71,48.8,5.608,62.02,28,37800,51.57,39.9,5.99,39,33.34,56.15,33.07,1758,159.07,#N/A N/A,277.9,170.4
